MaDH,MaKH,MaSP,SoLuong,NgayDat,TongTien
737,459,43,3,2024-06-02,1260000
738,373,54,4,2024-08-07,19560000
739,236,4,1,2024-06-30,2750000
740,331,55,6,2024-02-16,43740000
741,765,53,2,2025-01-22,2380000
742,146,21,9,2024-12-14,130410000
743,717,29,7,2025-01-12,65730000
744,876,4,7,2024-04-28,19250000
745,322,4,9,2024-12-14,24750000
746,973,32,6,2024-10-04,65940000
747,3,72,2,2025-03-15,31980000
748,809,81,10,2024-06-08,1700000
749,467,5,9,2025-02-23,77400000
750,778,1,1,2025-01-31,5480000
751,57,76,6,2024-07-27,136740000
752,693,93,5,2025-01-02,5950000
753,614,82,2,2024-07-15,340000
754,47,41,10,2024-11-10,9900000
755,638,4,9,2024-06-11,24750000
756,691,89,4,2025-03-07,3960000
757,426,70,9,2024-10-28,204210000
758,975,92,9,2025-01-25,23310000
759,808,2,2,2024-12-18,24880000
760,563,40,10,2024-11-28,4990000
761,857,93,6,2024-09-12,7140000
762,168,11,2,2024-06-29,27980000
763,313,89,3,2024-06-16,2970000
764,214,5,3,2024-03-02,25800000
765,939,21,8,2024-11-03,115920000
766,941,57,7,2024-11-13,36043000
767,97,88,8,2024-12-10,6320000
768,450,52,3,2024-08-13,2577000
769,417,74,5,2024-08-01,76450000
770,634,25,1,2024-02-28,10750000
771,188,84,2,2024-11-02,900000
772,769,89,4,2024-06-09,3960000
773,968,3,9,2024-08-19,69750000
774,995,76,8,2024-06-22,182320000
775,641,51,10,2025-03-17,79900000
776,851,1,4,2024-11-26,21920000
777,915,76,2,2024-03-10,45580000
778,461,4,5,2024-10-12,13750000
779,977,56,3,2024-02-22,11970000
780,506,91,4,2025-03-02,9760000
781,15,53,3,2024-04-20,3570000
782,415,13,4,2024-10-25,15160000
783,684,60,4,2024-09-10,31756000
784,921,94,6,2024-05-21,35940000
785,97,66,10,2024-06-03,27900000
786,996,51,4,2024-09-13,31960000
787,145,30,4,2024-07-11,44360000
788,877,82,2,2025-01-18,340000
789,29,94,6,2024-06-23,35940000
790,253,89,6,2024-12-03,5940000
791,215,49,7,2024-02-15,53830000
792,388,9,2,2024-11-11,25980000
793,315,69,3,2024-02-14,41970000
794,368,41,4,2024-12-30,3960000
795,246,3,5,2024-04-08,38750000
796,596,64,9,2024-07-15,75510000
797,167,52,6,2025-01-23,5154000
798,872,57,3,2024-03-14,15447000
799,604,18,5,2024-04-23,26450000
800,40,52,5,2024-11-24,4295000
801,96,77,9,2024-06-16,253710000
802,63,82,1,2024-09-10,170000
803,306,93,3,2024-09-04,3570000
804,668,41,2,2024-03-10,1980000
805,815,46,8,2024-07-01,27920000
806,234,96,4,2024-03-01,3160000
807,168,79,3,2024-09-12,225000
808,480,74,1,2025-01-14,15290000
809,322,7,1,2024-09-27,12440000
810,642,69,7,2024-08-15,97930000
811,248,26,2,2024-07-05,6480000
812,63,79,1,2025-02-26,75000
813,618,8,8,2024-10-13,81520000
814,433,78,9,2024-06-05,441000
815,208,26,6,2024-08-26,19440000
816,313,92,3,2024-08-21,7770000
817,438,34,8,2024-10-29,30320000
818,132,60,4,2024-12-04,31756000
819,402,65,5,2024-05-25,19950000
820,842,35,3,2024-03-17,8250000
821,952,11,9,2024-11-09,125910000
822,777,77,6,2024-06-19,169140000
823,98,8,1,2024-09-25,10190000
824,556,88,7,2025-01-14,5530000
825,867,64,10,2024-11-08,83900000
826,434,19,10,2024-09-07,30900000
827,849,34,5,2024-03-31,18950000
828,378,47,3,2024-11-06,22770000
829,601,51,5,2024-02-13,39950000
830,137,14,10,2025-01-07,84900000
831,999,13,2,2024-10-17,7580000
832,576,25,8,2024-06-26,86000000
833,713,6,7,2024-08-11,72730000
834,880,92,5,2024-03-12,12950000
835,266,35,2,2025-02-07,5500000
836,281,11,5,2024-05-06,69950000
837,778,72,6,2024-08-12,95940000
838,73,29,6,2024-08-30,56340000
839,997,93,3,2024-09-08,3570000
840,738,56,10,2024-07-07,39900000
841,39,67,2,2024-02-13,8580000
842,277,35,5,2024-09-26,13750000
843,339,80,1,2024-02-17,510000
844,18,15,6,2024-02-27,50940000
845,93,59,3,2024-07-30,11970000
846,312,86,5,2025-01-15,500000
847,690,43,8,2024-08-30,3360000
848,779,86,1,2024-10-25,100000
849,864,3,9,2024-05-25,69750000
850,276,96,8,2025-03-11,6320000
851,234,79,9,2024-03-15,675000
852,544,60,8,2024-10-16,63512000
853,861,89,7,2024-06-06,6930000
854,328,40,4,2025-01-28,1996000
855,98,77,3,2024-06-10,84570000
856,306,19,3,2024-04-21,9270000
857,63,56,3,2024-11-10,11970000
858,484,40,6,2024-12-26,2994000
859,651,92,3,2024-05-13,7770000
860,798,85,6,2024-12-31,540000
861,917,4,6,2025-01-19,16500000
862,56,66,4,2024-07-20,11160000
863,841,56,10,2024-11-03,39900000
864,642,59,3,2024-06-05,11970000
865,122,69,7,2024-09-05,97930000
866,732,57,2,2024-04-07,10298000
867,466,47,8,2024-08-28,60720000
868,633,80,3,2024-12-07,1530000
869,307,56,2,2024-09-11,7980000
870,267,40,6,2024-03-01,2994000
871,352,28,9,2024-12-25,170910000
872,641,9,8,2024-03-25,103920000
873,30,17,10,2024-07-08,178900000
874,29,83,1,2024-11-29,85000
875,648,44,5,2024-02-24,2595000
876,103,53,7,2024-11-28,8330000
877,472,78,7,2025-02-07,343000
878,451,71,6,2024-07-07,109140000
879,235,8,3,2024-06-06,30570000
880,255,6,10,2024-05-12,103900000
881,737,56,1,2025-03-10,3990000
882,645,28,6,2024-08-01,113940000
883,128,8,3,2025-01-15,30570000
884,408,77,3,2024-03-14,84570000
885,699,66,7,2025-03-08,19530000
886,33,86,6,2024-09-12,600000
887,574,91,9,2024-03-23,21960000
888,71,90,4,2024-12-29,3960000
889,503,47,6,2024-11-25,45540000
890,409,13,4,2024-11-16,15160000
891,792,88,1,2024-12-04,790000
892,551,93,6,2024-10-18,7140000
893,875,90,10,2024-12-28,9900000
894,669,79,5,2024-07-14,375000
895,846,67,3,2024-04-30,12870000
896,674,45,8,2024-10-13,31920000
897,592,2,2,2024-05-02,24880000
898,558,12,10,2024-06-07,117500000
899,312,4,3,2025-01-02,8250000
900,164,12,8,2024-12-31,94000000
901,883,81,10,2024-09-13,1700000
902,623,15,3,2024-09-25,25470000
903,485,47,1,2024-04-18,7590000
904,507,93,5,2024-10-09,5950000
905,33,66,9,2025-02-19,25110000
906,532,53,6,2024-07-09,7140000
907,207,25,10,2024-08-30,107500000
908,154,67,5,2024-03-06,21450000
909,731,71,6,2024-11-29,109140000
910,925,44,7,2024-06-03,3633000
911,381,27,7,2025-03-06,118300000
912,16,94,6,2024-12-25,35940000
913,897,21,2,2024-04-04,28980000
914,268,57,9,2024-09-30,46341000
915,51,36,10,2024-07-28,10550000
916,174,35,7,2024-10-19,19250000
917,61,33,9,2024-04-18,124110000
918,205,68,5,2024-05-14,50950000
919,656,16,5,2024-03-20,14950000
920,540,48,9,2024-07-02,71910000
921,965,26,9,2024-03-17,29160000
922,290,68,2,2024-08-31,20380000
923,237,66,3,2024-09-07,8370000
924,552,56,3,2024-11-14,11970000
925,388,89,3,2024-03-17,2970000
926,746,83,9,2024-03-06,765000
927,875,26,3,2024-06-21,9720000
928,762,27,9,2024-11-19,152100000
929,743,5,10,2024-07-31,86000000
930,432,2,5,2024-11-01,62200000
931,308,56,5,2024-08-20,19950000
932,740,26,6,2024-07-27,19440000
933,858,86,6,2024-10-21,600000
934,930,27,8,2024-03-29,135200000
935,10,79,1,2025-02-25,75000
936,73,16,10,2025-02-02,29900000
937,848,91,9,2024-12-04,21960000
938,28,26,4,2025-01-16,12960000
939,440,49,9,2024-03-16,69210000
940,321,85,10,2024-02-13,900000
941,816,23,9,2024-10-30,58410000
942,766,50,7,2024-07-29,39130000
943,111,51,3,2024-11-15,23970000
944,850,63,5,2024-03-13,43000000
945,17,56,5,2024-04-07,19950000
946,994,73,9,2024-11-11,141210000
947,667,62,2,2024-11-08,13490000
948,54,13,5,2024-07-23,18950000
949,889,49,7,2024-08-04,53830000
950,974,43,7,2024-12-04,2940000
951,566,67,10,2024-03-11,42900000
952,141,51,4,2024-09-04,31960000
953,953,29,7,2024-04-17,65730000
954,366,75,2,2024-03-01,36780000
955,703,78,4,2024-03-30,196000
956,441,81,3,2024-11-11,510000
957,154,42,6,2024-08-30,3300000
958,771,36,10,2025-01-12,10550000
959,720,79,9,2024-11-27,675000
960,640,70,2,2024-06-26,45380000
961,863,49,4,2024-03-11,30760000
962,825,94,9,2024-06-07,53910000
963,788,56,2,2024-08-07,7980000
964,743,71,9,2024-03-30,163710000
965,412,40,5,2024-09-26,2495000
966,620,17,10,2024-09-08,178900000
967,820,18,8,2024-06-07,42320000
968,13,38,9,2024-06-24,18810000
969,939,35,6,2025-01-17,16500000
970,346,76,1,2025-01-05,22790000
971,725,78,9,2024-11-19,441000
972,309,16,4,2025-02-12,11960000
973,146,31,6,2024-04-01,12540000
974,406,92,2,2024-03-11,5180000
975,938,46,8,2025-03-04,27920000
976,547,49,3,2025-01-05,23070000
977,673,82,5,2024-08-30,850000
978,260,56,9,2024-08-11,35910000
979,893,20,8,2024-07-15,62000000
980,520,41,6,2024-11-01,5940000
981,851,50,2,2024-03-02,11180000
982,425,23,5,2024-07-18,32450000
983,247,26,8,2024-06-18,25920000
984,874,51,6,2025-03-11,47940000
985,142,61,4,2024-11-16,19160000
986,168,46,8,2024-08-01,27920000
987,322,19,9,2024-11-04,27810000
988,936,52,8,2024-08-13,6872000
989,618,14,7,2025-01-05,59430000
990,188,57,9,2024-12-26,46341000
991,985,81,1,2024-07-31,170000
992,675,46,3,2024-03-27,10470000
993,268,22,4,2024-02-15,34760000
994,624,66,10,2024-04-10,27900000
995,250,8,4,2024-09-30,40760000
996,54,7,2,2024-09-02,24880000
997,206,55,8,2025-02-17,58320000
998,870,15,9,2024-06-15,76410000
999,966,53,4,2025-01-20,4760000
1000,867,68,4,2024-08-01,40760000
1001,166,17,7,2024-10-01,125230000
1002,1000,85,4,2024-11-12,360000
1003,489,38,10,2024-02-23,20900000
1004,180,72,7,2024-11-06,111930000
1005,73,86,5,2024-12-20,500000
1006,484,5,1,2024-12-30,8600000
1007,92,1,3,2024-10-16,16440000
1008,503,90,8,2024-06-27,7920000
1009,630,93,9,2024-09-18,10710000
1010,319,28,8,2025-03-08,151920000
1011,769,85,5,2024-02-28,450000
1012,539,57,7,2024-03-23,36043000
1013,252,46,3,2024-04-25,10470000
1014,208,10,4,2024-12-24,29560000
1015,60,80,5,2024-02-29,2550000
1016,386,20,10,2024-09-20,77500000
1017,751,85,8,2024-05-05,720000
1018,693,47,9,2024-04-21,68310000
1019,763,40,7,2025-01-21,3493000
1020,452,93,1,2024-12-10,1190000
1021,560,31,10,2024-10-25,20900000
1022,323,10,10,2025-03-08,73900000
1023,889,34,3,2024-07-04,11370000
1024,814,67,4,2025-01-04,17160000
1025,573,18,8,2024-02-20,42320000
1026,894,20,3,2024-07-06,23250000
1027,825,25,1,2024-04-29,10750000
1028,148,28,3,2024-10-30,56970000
1029,210,7,10,2024-06-01,124400000
1030,475,41,9,2024-05-04,8910000
1031,129,49,4,2024-04-13,30760000
1032,995,72,7,2025-01-04,111930000
1033,54,51,1,2024-05-09,7990000
1034,66,10,10,2024-12-03,73900000
1035,946,96,8,2025-01-31,6320000
1036,217,51,7,2025-02-25,55930000
1037,66,81,7,2024-10-08,1190000
1038,649,40,5,2025-02-07,2495000
1039,463,7,4,2024-04-08,49760000
1040,697,51,2,2024-12-11,15980000
1041,892,37,6,2024-05-08,2634000
1042,171,17,7,2024-10-04,125230000
1043,327,39,9,2024-08-14,8910000
1044,234,28,9,2024-09-01,170910000
1045,21,12,2,2024-04-30,23500000
1046,518,83,7,2024-03-20,595000
1047,721,24,8,2024-10-07,35200000
1048,331,47,3,2024-12-05,22770000
1049,900,96,8,2025-01-05,6320000
1050,824,26,6,2024-02-14,19440000
1051,42,1,10,2025-03-14,54800000
1052,990,35,3,2024-12-23,8250000
1053,850,5,5,2025-03-16,43000000
1054,227,22,9,2025-01-22,78210000
1055,124,30,7,2025-02-01,77630000
1056,253,57,6,2024-03-10,30894000
1057,479,80,4,2024-12-23,2040000
1058,65,68,5,2024-10-09,50950000
1059,116,24,10,2024-12-30,44000000
1060,43,36,3,2024-09-16,3165000
1061,461,92,10,2024-03-10,25900000
1062,851,15,1,2024-05-18,8490000
1063,432,2,6,2024-10-26,74640000
1064,239,12,8,2024-06-13,94000000
1065,19,76,3,2024-11-02,68370000
1066,490,10,7,2024-06-21,51730000
1067,728,54,1,2024-10-15,4890000
1068,884,6,1,2024-02-11,10390000
1069,419,38,9,2024-11-03,18810000
1070,385,41,8,2024-04-17,7920000
1071,856,90,5,2024-04-22,4950000
1072,449,56,7,2024-02-15,27930000
1073,455,47,9,2025-02-22,68310000
1074,649,90,8,2025-02-21,7920000
1075,167,79,9,2024-05-13,675000
1076,112,92,9,2024-02-26,23310000
1077,492,26,3,2024-05-17,9720000
1078,294,31,2,2024-04-29,4180000
1079,88,31,5,2024-02-27,10450000
1080,366,13,1,2024-04-07,3790000
1081,722,22,10,2024-06-12,86900000
1082,128,55,9,2025-01-08,65610000
1083,466,96,8,2024-05-16,6320000
1084,383,1,2,2024-03-11,10960000
1085,520,69,2,2025-03-02,27980000
1086,177,12,9,2024-04-25,105750000
1087,418,83,6,2024-10-11,510000
1088,23,80,6,2024-09-19,3060000
1089,589,49,5,2024-09-05,38450000
1090,919,28,1,2024-11-10,18990000
1091,92,94,1,2025-01-17,5990000
1092,623,50,8,2024-08-13,44720000
1093,808,88,7,2024-06-11,5530000
1094,335,6,9,2024-09-26,93510000
1095,396,9,3,2024-09-26,38970000
1096,312,86,9,2024-06-24,900000
1097,770,89,10,2024-09-04,9900000
1098,244,26,6,2024-03-25,19440000
1099,178,80,5,2024-05-05,2550000
1100,330,45,5,2024-05-05,19950000
1101,571,3,9,2025-03-13,69750000
1102,683,14,7,2024-05-15,59430000
1103,799,51,8,2024-12-02,63920000
1104,495,26,5,2024-04-02,16200000
1105,268,64,9,2024-10-31,75510000
1106,973,34,6,2025-01-06,22740000
1107,11,29,1,2024-06-01,9390000
1108,599,42,8,2024-11-21,4400000
1109,778,42,8,2024-09-14,4400000
1110,810,78,1,2024-05-15,49000
1111,138,63,4,2025-01-25,34400000
1112,50,35,1,2024-03-03,2750000
1113,700,7,10,2024-07-14,124400000
1114,798,48,7,2024-03-18,55930000
1115,641,57,3,2024-10-07,15447000
1116,921,84,5,2024-12-11,2250000
1117,420,76,5,2025-02-06,113950000
1118,167,6,3,2024-09-03,31170000
1119,577,22,9,2024-03-13,78210000
1120,436,38,8,2025-02-20,16720000
1121,224,40,4,2025-01-14,1996000
1122,22,92,6,2024-10-08,15540000
1123,829,64,4,2024-07-05,33560000
1124,666,41,1,2024-06-14,990000
1125,849,37,3,2024-07-03,1317000
1126,583,22,3,2024-12-14,26070000
1127,71,62,6,2024-02-22,40470000
1128,409,65,1,2024-03-03,3990000
1129,816,88,10,2024-03-14,7900000
1130,931,20,10,2024-12-04,77500000
1131,672,48,1,2024-11-28,7990000
1132,935,64,3,2024-02-17,25170000
1133,833,53,6,2025-03-17,7140000
1134,622,69,10,2025-02-02,139900000
1135,272,90,3,2025-03-17,2970000
1136,165,15,2,2024-12-03,16980000
1137,580,10,9,2025-01-11,66510000
1138,524,22,2,2024-08-21,17380000
1139,520,56,9,2024-04-24,35910000
1140,106,44,5,2024-12-30,2595000
1141,266,70,2,2024-02-20,45380000
1142,723,14,8,2025-02-02,67920000
1143,463,86,10,2024-07-20,1000000
1144,90,22,5,2025-03-05,43450000
1145,118,94,7,2024-07-08,41930000
1146,329,12,10,2025-02-25,117500000
1147,959,11,9,2024-02-25,125910000
1148,782,2,1,2024-08-17,12440000
1149,219,2,3,2024-11-13,37320000
1150,919,75,10,2024-11-02,183900000
1151,246,82,5,2024-12-16,850000
1152,28,14,5,2024-12-04,42450000
1153,570,48,7,2024-08-14,55930000
1154,800,70,8,2024-05-09,181520000
1155,644,43,1,2024-10-17,420000
1156,792,64,6,2025-01-17,50340000
1157,458,89,7,2024-09-28,6930000
1158,792,75,10,2024-04-30,183900000
1159,371,13,10,2024-12-28,37900000
1160,160,47,2,2024-02-25,15180000
1161,90,63,10,2024-08-25,86000000
1162,747,85,9,2024-07-04,810000
1163,965,86,4,2024-11-08,400000
1164,257,85,8,2024-10-21,720000
1165,26,69,3,2024-06-04,41970000
1166,845,33,3,2025-01-28,41370000
1167,815,37,10,2024-05-17,4390000
1168,953,35,8,2024-08-21,22000000
1169,77,5,1,2024-11-16,8600000
1170,362,11,4,2024-09-02,55960000
1171,66,54,5,2024-06-20,24450000
1172,362,49,5,2024-02-22,38450000
1173,53,61,10,2024-05-22,47900000
1174,515,2,2,2024-09-10,24880000
1175,33,40,5,2024-03-12,2495000
1176,418,61,4,2024-12-12,19160000
1177,958,34,8,2025-02-03,30320000
1178,322,12,10,2024-10-17,117500000
1179,913,17,8,2024-08-06,143120000
1180,832,59,10,2024-09-22,39900000
1181,352,64,10,2024-09-14,83900000
1182,726,31,7,2024-12-06,14630000
1183,153,85,3,2024-08-14,270000
1184,545,5,8,2024-08-21,68800000
1185,626,49,3,2024-05-08,23070000
1186,855,65,4,2024-08-26,15960000
1187,875,24,9,2024-08-24,39600000
1188,196,89,8,2025-03-07,7920000
1189,493,56,10,2024-06-03,39900000
1190,270,80,2,2024-11-21,1020000
1191,14,77,6,2024-02-15,169140000
1192,893,7,9,2025-03-07,111960000
1193,615,73,9,2024-10-23,141210000
1194,572,67,5,2024-11-27,21450000
1195,542,10,2,2024-12-28,14780000
1196,49,77,5,2024-03-28,140950000
1197,892,9,2,2024-12-29,25980000
1198,443,92,9,2024-10-10,23310000
1199,277,18,5,2024-10-29,26450000
1200,737,2,7,2025-02-09,87080000
1201,142,54,7,2024-09-20,34230000
1202,47,85,5,2024-03-17,450000
1203,808,80,4,2024-10-19,2040000
1204,537,74,1,2025-01-19,15290000
1205,173,71,7,2024-11-05,127330000
1206,335,85,9,2024-07-28,810000
1207,403,31,6,2024-05-18,12540000
1208,456,28,5,2025-02-07,94950000
1209,326,86,1,2024-03-16,100000
1210,416,49,3,2024-05-17,23070000
1211,694,60,2,2024-05-25,15878000
1212,327,42,10,2024-10-23,5500000
1213,524,93,8,2025-01-22,9520000
1214,767,83,10,2025-03-09,850000
1215,97,79,9,2024-05-06,675000
1216,221,80,9,2024-08-13,4590000
1217,143,23,2,2024-07-21,12980000
1218,60,83,8,2025-03-07,680000
1219,830,10,2,2024-08-18,14780000
1220,340,22,7,2024-02-29,60830000
1221,245,20,10,2024-05-20,77500000
1222,427,52,2,2024-11-03,1718000
1223,761,70,8,2024-11-13,181520000
1224,638,58,1,2024-11-06,8320000
1225,2,15,10,2024-07-12,84900000
1226,695,94,2,2024-02-16,11980000
1227,784,14,2,2024-08-25,16980000
1228,777,63,7,2024-10-03,60200000
1229,701,10,3,2024-05-24,22170000
1230,533,68,8,2024-10-19,81520000
1231,517,82,1,2024-04-09,170000
1232,506,18,2,2024-03-17,10580000
1233,333,11,7,2024-10-12,97930000
1234,459,90,5,2024-05-30,4950000
1235,143,72,3,2024-08-07,47970000
1236,840,13,4,2024-03-04,15160000
1237,874,20,4,2025-01-30,31000000
1238,842,22,8,2024-07-02,69520000
1239,991,86,7,2024-11-06,700000
1240,287,52,9,2024-09-02,7731000
1241,740,96,9,2024-12-25,7110000
1242,945,45,10,2025-01-20,39900000
1243,936,36,7,2024-03-19,7385000
1244,677,67,1,2025-03-17,4290000
1245,637,14,10,2025-01-20,84900000
1246,571,50,3,2025-01-05,16770000
1247,971,63,4,2024-07-31,34400000
1248,844,68,5,2024-12-24,50950000
1249,389,88,4,2024-06-13,3160000
1250,264,95,6,2024-12-17,5340000
1251,747,87,1,2024-06-08,192000
1252,573,43,1,2025-01-06,420000
1253,457,54,1,2024-06-09,4890000
1254,546,26,7,2024-07-03,22680000
1255,601,68,8,2024-07-01,81520000
1256,762,18,4,2024-02-26,21160000
1257,560,88,4,2024-03-08,3160000
1258,818,65,10,2025-03-13,39900000
1259,228,53,7,2024-04-14,8330000
1260,815,12,7,2024-08-29,82250000
1261,470,43,9,2024-04-18,3780000
1262,847,39,4,2024-08-15,3960000
1263,886,36,1,2024-04-21,1055000
1264,74,82,10,2024-03-30,1700000
1265,513,42,10,2025-03-07,5500000
1266,435,41,8,2024-03-21,7920000
1267,603,39,3,2024-12-28,2970000
1268,369,78,10,2024-07-25,490000
1269,885,52,1,2024-03-13,859000
1270,257,8,5,2024-05-03,50950000
1271,451,32,8,2024-03-05,87920000
1272,44,68,4,2024-12-07,40760000
1273,809,67,4,2024-09-15,17160000
1274,870,62,10,2024-11-10,67450000
1275,498,28,10,2025-01-25,189900000
1276,903,48,2,2024-08-29,15980000
1277,601,67,5,2024-09-28,21450000
1278,914,73,6,2024-09-06,94140000
1279,13,6,1,2024-02-19,10390000
1280,783,89,4,2024-11-20,3960000
1281,525,75,1,2024-11-08,18390000
1282,215,23,8,2024-03-21,51920000
1283,914,91,8,2024-07-20,19520000
1284,850,34,8,2025-03-13,30320000
1285,979,48,5,2024-06-23,39950000
1286,414,1,5,2025-02-15,27400000
1287,425,14,7,2025-01-04,59430000
1288,690,8,7,2024-03-11,71330000
1289,35,95,8,2024-03-05,7120000
1290,952,70,2,2025-01-16,45380000
1291,770,24,1,2024-04-22,4400000
1292,77,26,4,2025-02-17,12960000
1293,696,49,5,2024-04-20,38450000
1294,107,92,2,2024-12-19,5180000
1295,28,13,7,2024-06-19,26530000
1296,708,32,6,2024-03-12,65940000
1297,102,35,4,2024-07-02,11000000
1298,430,14,9,2024-10-10,76410000
1299,573,1,9,2024-08-20,49320000
1300,952,59,7,2024-03-21,27930000
1301,106,13,5,2024-10-28,18950000
1302,179,37,2,2024-05-25,878000
1303,140,4,8,2024-08-09,22000000
1304,804,77,9,2025-02-20,253710000
1305,616,60,4,2024-11-25,31756000
1306,439,94,4,2024-11-26,23960000
1307,509,92,8,2024-12-16,20720000
1308,853,29,1,2024-10-02,9390000
1309,326,67,4,2025-01-17,17160000
1310,478,48,7,2024-04-17,55930000
1311,822,4,10,2025-01-20,27500000
1312,701,78,6,2024-02-16,294000
1313,556,18,10,2024-02-19,52900000
1314,918,58,7,2024-11-09,58240000
1315,687,94,10,2024-07-22,59900000
1316,514,55,3,2024-06-06,21870000
1317,817,12,1,2024-08-29,11750000
1318,527,91,9,2024-03-07,21960000
1319,49,58,5,2024-09-11,41600000
1320,540,27,3,2025-03-06,50700000
1321,171,39,3,2025-02-28,2970000
1322,374,66,1,2024-11-14,2790000
1323,336,4,1,2024-03-07,2750000
1324,38,34,10,2024-03-07,37900000
1325,862,16,3,2024-06-18,8970000
1326,399,68,6,2024-03-28,61140000
1327,411,1,8,2024-10-15,43840000
1328,394,51,7,2024-07-25,55930000
1329,300,74,10,2024-08-02,152900000
1330,923,11,5,2025-03-02,69950000
1331,805,27,2,2024-05-27,33800000
1332,895,34,4,2024-10-19,15160000
1333,150,42,4,2024-06-10,2200000
1334,634,24,2,2025-01-20,8800000
1335,30,25,4,2024-12-19,43000000
1336,824,39,10,2024-12-14,9900000
1337,412,82,4,2024-10-19,680000
1338,782,33,7,2024-09-13,96530000
1339,933,72,5,2024-12-14,79950000
1340,37,78,7,2024-07-25,343000
1341,596,40,5,2024-07-20,2495000
1342,952,32,5,2024-10-23,54950000
1343,736,18,2,2024-02-22,10580000
1344,424,88,7,2024-06-10,5530000
1345,582,21,5,2024-08-19,72450000
1346,239,74,7,2025-02-20,107030000
1347,824,91,8,2025-02-07,19520000
1348,867,88,1,2024-02-25,790000
1349,957,21,7,2024-05-03,101430000
1350,280,2,7,2025-01-26,87080000
1351,956,45,6,2025-01-16,23940000
1352,964,48,1,2024-07-25,7990000
1353,948,84,3,2024-03-05,1350000
1354,42,83,6,2024-12-19,510000
1355,22,1,6,2024-05-09,32880000
1356,548,22,8,2024-08-23,69520000
1357,183,60,7,2024-05-15,55573000
1358,875,69,3,2024-06-16,41970000
1359,264,68,9,2024-05-06,91710000
1360,473,25,10,2024-09-01,107500000
1361,598,33,2,2024-12-31,27580000
1362,157,46,1,2024-08-04,3490000
1363,835,92,7,2024-06-09,18130000
1364,427,17,10,2025-01-29,178900000
1365,908,53,2,2024-09-01,2380000
1366,304,68,7,2024-10-18,71330000
1367,817,67,5,2024-09-22,21450000
1368,922,27,8,2025-03-05,135200000
1369,332,41,1,2024-04-10,990000
1370,622,33,8,2024-04-11,110320000
1371,393,12,9,2024-05-17,105750000
1372,396,42,2,2025-02-09,1100000
1373,223,92,8,2024-09-01,20720000
1374,521,18,10,2024-05-19,52900000
